name,genre,platform,year_of_release,publisher,rating
Jewel Master Egypt,Puzzle,DS,2009.0,Rondomedia,E
ModNation Racers,Racing,PSP,2010.0,Sony Computer Entertainment,E
WWE SmackDown vs. Raw 2010,Fighting,DS,2009.0,THQ,T
Are You Smarter Than A 5th Grader?,Misc,DS,2007.0,Mindscape,E
Oni,Action,PS2,2001.0,Take-Two Interactive,T
Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter,PSP,2007.0,Ubisoft,T
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Action,Wii,2008.0,THQ,E
Terminator Salvation,Shooter,PS3,2009.0,Warner Bros. Interactive Entertainment,T
How to Train Your Dragon,Action,DS,2010.0,Activision,E10+
The Lord of the Rings: The Two Towers,Action,GC,2002.0,Electronic Arts,T
Batman: Arkham City,Action,PC,2011.0,Warner Bros. Interactive Entertainment,T
Juiced,Racing,PS2,2005.0,THQ,T
The Warriors,Action,PS2,2005.0,Take-Two Interactive,M
Star Fox Command,Shooter,DS,2006.0,Nintendo,E10+
Dragon Age: Inquisition,Role-Playing,X360,2014.0,Electronic Arts,M
Bulletstorm,Shooter,PS3,2011.0,Electronic Arts,M
Return to Castle Wolfenstein: Operation Resurrection,Shooter,PS2,2003.0,Activision,M
Mario Tennis: Power Tour,Sports,GBA,2005.0,Nintendo,E
Seaman,Simulation,DC,1999.0,Sega,T
The Grinch,Adventure,PS,1999.0,Konami Digital Entertainment,E
Tales of Symphonia,Role-Playing,PS3,2013.0,Namco Bandai Games,T
Michael Jackson: The Experience,Misc,PS3,2011.0,Ubisoft,E10+
Stuntman: Ignition,Racing,PS3,2007.0,THQ,T
F.E.A.R. 2: Project Origin,Shooter,X360,2009.0,Warner Bros. Interactive Entertainment,M
Mystery Dungeon: Shiren the Wanderer,Role-Playing,DS,2006.0,Sega,E
GT Pro Series,Racing,Wii,2006.0,Ubisoft,E
Tiger Woods PGA Tour 11,Sports,X360,2010.0,Electronic Arts,E
The Golden Compass,Action,PS2,2007.0,Sega,E10+
Final Fantasy Chronicles,Role-Playing,PS,2001.0,Square,T
F1 2009,Racing,PSP,2009.0,Codemasters,E
Syphon Filter 3,Shooter,PS,2001.0,Sony Computer Entertainment,M
Metal Gear Solid 2: Substance,Action,PS2,2002.0,Konami Digital Entertainment,M
Tales of Symphonia: Dawn of the New World,Role-Playing,Wii,2008.0,Namco Bandai Games,T
NBA Live 08,Sports,X360,2007.0,Electronic Arts,E
Guinness World Records: The Videogame,Action,DS,2008.0,Warner Bros. Interactive Entertainment,E
We Love Katamari,Puzzle,PS2,2005.0,Electronic Arts,E
Sesame Street: Once Upon A Monster,Misc,X360,2011.0,Warner Bros. Interactive Entertainment,E
NCAA Football 2003,Sports,XB,2002.0,Electronic Arts,E
We Cheer,Simulation,Wii,2008.0,505 Games,E10+
Madden NFL 07,Sports,PS3,2006.0,Electronic Arts,E
Ready 2 Rumble Boxing: Round 2,Fighting,PS,2000.0,Midway Games,T
LEGO Jurassic World,Action,WiiU,2015.0,Warner Bros. Interactive Entertainment,E10+
NBA Live 09,Sports,PS3,2008.0,Electronic Arts,E
Rory McIlroy PGA Tour,Action,PS4,2015.0,Electronic Arts,E
SingStar Dance,Misc,PS3,2010.0,Sony Computer Entertainment,T
Lords of the Fallen,Role-Playing,PS4,2014.0,Square Enix,M
Swing Away Golf,Sports,PS2,2000.0,Electronic Arts,E
Tomb Raider: Legend,Action,PS2,2006.0,Eidos Interactive,T
Freedom Fighters,Shooter,PS2,2003.0,Electronic Arts,T
Silent Hill: Origins,Action,PSP,2007.0,Konami Digital Entertainment,M
Gun,Shooter,XB,2005.0,Activision,M
That's So Raven 2: Supernatural Style,Adventure,GBA,2005.0,Disney Interactive Studios,E
Fight Night Round 3,Fighting,PSP,2006.0,Electronic Arts,T
The Punisher,Action,PS2,2005.0,THQ,M
Kirby and the Rainbow Curse,Platform,WiiU,2015.0,Nintendo,E
SSX On Tour,Sports,PS2,2005.0,Electronic Arts,E
Disgaea 3: Absence of Justice,Role-Playing,PS3,2008.0,Square Enix,T
Tony Hawk's Pro Skater 3,Sports,GBA,2002.0,Activision,E
Way of the Samurai 3,Action,PS3,2008.0,Gamebridge,M
The Sims 2: Open for Business,Simulation,PC,2006.0,Electronic Arts,T
Rune Factory 2: A Fantasy Harvest Moon,Role-Playing,DS,2008.0,Rising Star Games,E
Harry Potter and the Prisoner of Azkaban,Action,GBA,2004.0,Electronic Arts,E
SimAnimals,Simulation,DS,2009.0,Electronic Arts,E
NBA Live 2002,Sports,PS,2001.0,Electronic Arts,E
Way of the Samurai,Action,PS2,2002.0,Eidos Interactive,M
The 3rd Birthday,Role-Playing,PSP,2010.0,Square Enix,M
Kung Fu Panda,Action,PS3,2008.0,Activision,E10+
Classic Word Games,Misc,DS,2009.0,Ubisoft,E
Epic Mickey 2: The Power of Two,Action,X360,2012.0,Disney Interactive Studios,E
Pac-Man Fever,Misc,PS2,2001.0,Sony Computer Entertainment,E
Spectrobes: Beyond the Portals,Role-Playing,DS,2008.0,Disney Interactive Studios,E10+
HSX HyperSonic.Xtreme,Racing,PS2,2002.0,Midas Interactive Entertainment,E
Lair,Action,PS3,2007.0,Sony Computer Entertainment,T
Madden NFL 2004,Sports,GC,2003.0,Electronic Arts,E
Summoner,Role-Playing,PS2,2000.0,THQ,T
Soul Sacrifice,Role-Playing,PSV,2013.0,Sony Computer Entertainment,M
DC Universe Online,Role-Playing,PS3,2011.0,Sony Online Entertainment,T
NBA Live 07,Sports,PSP,2006.0,Electronic Arts,E
IL-2 Sturmovik: Birds of Prey,Simulation,X360,2009.0,505 Games,T
100 All-Time Favorites,Puzzle,DS,2009.0,Ubisoft,E
The Walking Dead: Survival Instinct,Shooter,PS3,2013.0,Activision,M
Major League Baseball 2K10,Sports,X360,2010.0,Take-Two Interactive,E
Alice in Wonderland,Adventure,Wii,2010.0,Disney Interactive Studios,E10+
Ratatouille,Action,PS3,2007.0,THQ,E
NBA Live 2004,Sports,XB,2003.0,Electronic Arts,E
Iron Man,Action,DS,2008.0,Sega,E10+
Alien: Isolation,Shooter,XOne,2014.0,Sega,M
Pro Evolution Soccer 2010,Sports,Wii,2009.0,Konami Digital Entertainment,E
Disney's Kim Possible: Revenge of Monkey Fist,Platform,GBA,2002.0,THQ,E
Naruto Shippuden: Clash of Ninja Revolution 3,Fighting,Wii,2009.0,Nintendo,T
Ace Combat Zero: The Belkan War,Simulation,PS2,2006.0,Namco Bandai Games,T
Dragon Age: Origins,Role-Playing,PC,2009.0,Electronic Arts,M
Dynasty Warriors,Action,PSP,2004.0,Tecmo Koei,T
NHL 07,Sports,PS2,2006.0,Electronic Arts,E10+
SoulCalibur: Broken Destiny,Fighting,PSP,2009.0,Namco Bandai Games,T
Dragon Ball: Raging Blast,Fighting,X360,2009.0,Namco Bandai Games,T
Naruto Shippuden: Ultimate Ninja Storm 3,Fighting,X360,2013.0,Namco Bandai Games,T
World Championship Poker,Misc,XB,2004.0,Crave Entertainment,E
The BIGS,Sports,PS2,2007.0,Take-Two Interactive,E
WWE 2K16,Sports,PS3,2015.0,Take-Two Interactive,T
Dragon Ball Z: Supersonic Warriors,Fighting,GBA,2004.0,Atari,T
NBA Ballers,Sports,XB,2004.0,Midway Games,E
Silent Hill 4: The Room,Action,PS2,2004.0,Konami Digital Entertainment,M
Capcom Classics Collection,Misc,PS2,2005.0,Capcom,T
My Word Coach,Misc,Wii,2007.0,Ubisoft,E
Tiger Woods PGA Tour 13,Sports,X360,2012.0,Electronic Arts,E
The Saboteur,Action,X360,2009.0,Electronic Arts,M
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,Action,GBA,2004.0,THQ,E
Sonic Riders,Racing,PS2,2006.0,Sega,E
Looney Tunes: Back in Action,Platform,PS2,2003.0,Warner Bros. Interactive Entertainment,E
Monsters vs. Aliens,Action,DS,2009.0,Activision,E
NHL 09,Sports,X360,2008.0,Electronic Arts,E10+
Bully: Scholarship Edition,Action,Wii,2008.0,Take-Two Interactive,T
WWE SmackDown vs. RAW 2007,Fighting,X360,2006.0,THQ,T
Midnight Club II,Racing,XB,2003.0,Take-Two Interactive,T
Tiger Woods PGA Tour 07,Sports,PS3,2006.0,Electronic Arts,E
Ratatouille,Action,Wii,2007.0,THQ,E
Avatar: The Last Airbender,Adventure,GC,2006.0,THQ,E10+
The Mummy Returns,Action,PS2,2001.0,Universal Interactive,T
Cars Toon: Mater's Tall Tales,Misc,Wii,2010.0,Disney Interactive Studios,E
Hitman: Blood Money,Action,PS2,2006.0,Eidos Interactive,M
Disney Sing It,Misc,PS2,2008.0,Disney Interactive Studios,E
Lost: Via Domus,Action,PS3,2008.0,Ubisoft,T
Crash: Mind Over Mutant,Platform,PS2,2008.0,Vivendi Games,E10+
Activision Anthology,Misc,PS2,2002.0,Activision,E
Picross DS,Puzzle,DS,2007.0,Nintendo,E
Pro Evolution Soccer 2012,Action,X360,2011.0,Konami Digital Entertainment,E
Final Fantasy II Anniversary Edition,Role-Playing,PSP,2007.0,Square Enix,T
Test Drive Unlimited,Racing,PSP,2007.0,Atari,E10+
Harry Potter and the Half-Blood Prince,Action,PSP,2009.0,Electronic Arts,E
Unit 13,Shooter,PSV,2012.0,Sony Computer Entertainment,T
R.U.S.E.,Strategy,PS3,2010.0,Ubisoft,T
Theatrhythm: Final Fantasy,Misc,3DS,2012.0,Square Enix,E10+
Goldeneye 007: Reloaded,Shooter,X360,2011.0,Activision,T
Star Wars: Jedi Starfighter,Simulation,PS2,2002.0,Activision,T
Tactics Ogre: The Knight of Lodis,Role-Playing,GBA,2001.0,Nintendo,E
Sega Bass Fishing,Sports,Wii,2008.0,Sega,E
Dead or Alive Ultimate,Fighting,XB,2004.0,Tecmo Koei,M
RPG Maker,Role-Playing,PS,1997.0,ASCII Entertainment,E
Major League Baseball 2K12,Sports,X360,2012.0,Take-Two Interactive,E
Rooms: The Main Building,Adventure,DS,2010.0,Nintendo,E
Dance Dance Revolution Universe 2,Simulation,X360,2007.0,Konami Digital Entertainment,E10+
Burnout Revenge,Racing,X360,2006.0,Electronic Arts,E10+
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,Action,PS2,2004.0,THQ,E
Madden NFL 13,Sports,Wii,2012.0,Electronic Arts,E
Madden NFL 11,Sports,PS2,2010.0,Electronic Arts,E
Monster Hunter,Role-Playing,PS2,2004.0,Capcom,T
NBA Street Homecourt,Sports,X360,2007.0,Electronic Arts,E
Tony Hawk's Underground 2,Sports,GC,2004.0,Activision,T
SplashDown: Rides Gone Wild,Racing,PS2,2003.0,THQ,E
Shrek SuperSlam,Action,PS2,2005.0,Activision,E10+
Rayman Advance,Platform,GBA,2001.0,Ubisoft,E
Tomb Raider: Anniversary,Action,PS2,2007.0,Eidos Interactive,T
Fantastic 4,Action,PS2,2005.0,Activision,T
Men in Black II: Alien Escape,Shooter,PS2,2002.0,Infogrames,T
Nicktoons: Attack of the Toybots,Platform,PS2,2007.0,THQ,E
Alice: Madness Returns,Adventure,X360,2011.0,Electronic Arts,M
Madden NFL 07,Sports,Wii,2006.0,Electronic Arts,E
Spider-Man 2,Action,DS,2004.0,Activision,E
Ridge Racer 3D,Racing,3DS,2011.0,Namco Bandai Games,E
Picross 3D,Puzzle,DS,2009.0,Nintendo,E
Dynasty Warriors: Gundam 2,Action,PS3,2008.0,Namco Bandai Games,T
Cars Mater-National Championship,Racing,Wii,2007.0,THQ,E
Tony Hawk's Underground 2,Sports,GBA,2004.0,Activision,E
Super Monkey Ball 3D,Action,3DS,2011.0,Sega,E
SpongeBob SquarePants: Creature from the Krusty Krab,Platform,Wii,2006.0,THQ,E
F1 2012,Racing,X360,2012.0,Codemasters,E
NBA 2K11,Action,Wii,2010.0,Take-Two Interactive,E
Tony Hawk's Project 8,Sports,X360,2006.0,Activision,T
Babysitting Mama,Simulation,Wii,2010.0,505 Games,E
Bleach: Soul Resurreccion,Fighting,PS3,2011.0,Nippon Ichi Software,T
The Matrix: Path of Neo,Action,PS2,2005.0,Atari,T
Dragon Ball Z: Supersonic Warriors 2,Fighting,DS,2005.0,Atari,E10+
Sonic Lost World,Platform,3DS,2013.0,Sega,E10+
WWE Wrestlemania X8,Fighting,GC,2002.0,THQ,T
Boogie,Misc,Wii,2007.0,Electronic Arts,E10+
The Price is Right,Misc,DS,2008.0,Ubisoft,E
Power Rangers: Dino Thunder,Action,GBA,2003.0,THQ,E
GoldenEye: Rogue Agent,Shooter,XB,2004.0,Electronic Arts,T
Fire Emblem: Radiant Dawn,Strategy,Wii,2007.0,Nintendo,E10+
The Sims,Simulation,GC,2003.0,Electronic Arts,T
Plants vs. Zombies: Garden Warfare 2,Shooter,PS4,2016.0,Electronic Arts,E10+
Grandia III,Role-Playing,PS2,2005.0,Square Enix,T
Ace Combat: Assault Horizon,Action,X360,2011.0,Namco Bandai Games,T
Scarface: The World is Yours,Action,XB,2006.0,Vivendi Games,M
Resident Evil: The Mercenaries 3D,Action,3DS,2011.0,Capcom,M
Dreamworks Madagascar Kartz,Racing,Wii,2009.0,Activision,E
Star Wars Battlefront: Elite Squadron,Shooter,DS,2009.0,LucasArts,E10+
SpongeBob SquarePants: Creature from the Krusty Krab,Platform,DS,2006.0,THQ,E
Backyard Baseball,Sports,PS2,2004.0,Atari,E
Middle-Earth: Shadow of Mordor,Action,X360,2014.0,Warner Bros. Interactive Entertainment,M
Barbie Horse Adventures: Wild Horse Rescue,Sports,PS2,2003.0,Universal Interactive,E
Pokemon Art Academy ,Misc,3DS,2014.0,Nintendo,E
Medal of Honor,Shooter,PC,2010.0,Electronic Arts,M
Asphalt 3D,Racing,3DS,2011.0,Ubisoft,E10+
Crazy Taxi,Racing,GC,2001.0,Acclaim Entertainment,T
Dragon Ball Z: Burst Limit,Fighting,X360,2008.0,Atari,T
Spy Hunter 2,Racing,PS2,2003.0,Midway Games,T
Pac-Man World 2,Action,XB,2002.0,Namco Bandai Games,E
Sniper: Art of Victory,Shooter,PC,2008.0,City Interactive,M
Tales of Legendia,Role-Playing,PS2,2005.0,Namco Bandai Games,T
FIFA Soccer 09,Sports,DS,2008.0,Electronic Arts,E
Steel Diver,Action,3DS,2011.0,Nintendo,E10+
Bravely Second: End Layer,Role-Playing,3DS,2015.0,Nintendo,T
Alone in the Dark,Adventure,X360,2008.0,Atari,M
Shrek the Third,Action,PS2,2007.0,Activision,E10+
Madagascar: Operation Penguin,Action,GBA,2005.0,Activision,E
Need for Speed: Porsche Unleashed,Racing,GBA,2004.0,Zoo Digital Publishing,E
Far Cry 2,Action,PC,2008.0,Ubisoft,M
NFL Street 2,Sports,XB,2004.0,Electronic Arts,E
Rock Band Unplugged,Misc,PSP,2009.0,MTV Games,T
Ultimate I Spy,Adventure,Wii,2008.0,Scholastic Inc.,E
Skylanders: SuperChargers,Action,WiiU,2015.0,Activision,E10+
You're in the Movies,Misc,X360,2008.0,Microsoft Game Studios,E
Scene It? Lights Camera Action,Misc,X360,2007.0,Microsoft Game Studios,T
MotorStorm: Apocalypse,Racing,PS3,2011.0,Sony Computer Entertainment,T
Dark Sector,Shooter,X360,2008.0,D3Publisher,M
Tiger Woods PGA Tour 07,Sports,X360,2006.0,Electronic Arts,E
Plants vs. Zombies: Garden Warfare 2,Shooter,XOne,2016.0,Electronic Arts,E10+
Mario Golf: World Tour,Sports,3DS,2014.0,Nintendo,E
Secret Weapons Over Normandy,Simulation,PS2,2003.0,LucasArts,T
NCAA Football 09,Sports,PS2,2008.0,Electronic Arts,E
Bratz: The Movie,Simulation,PS2,2007.0,THQ,E
Crash of the Titans,Action,DS,2007.0,Vivendi Games,E
Dragon Ball: XenoVerse,Fighting,PS3,2015.0,Namco Bandai Games,T
Rayman Raving Rabbids: TV Party,Misc,DS,2008.0,Ubisoft,E10+
Lollipop Chainsaw,Action,X360,2012.0,Warner Bros. Interactive Entertainment,M
The Saboteur,Action,PS3,2009.0,Electronic Arts,M
Metal Gear Rising: Revengeance,Action,X360,2013.0,Konami Digital Entertainment,M
Theme Park Roller Coaster,Strategy,PS2,2000.0,Electronic Arts,E
Bass Pro Shops: The Strike,Sports,Wii,2009.0,XS Games,E
Bakugan Battle Brawlers: Defenders of the Core,Action,DS,2010.0,Activision,E10+
NHL 16,Sports,XOne,2015.0,Electronic Arts,E10+
Midnight Club: Street Racing,Racing,GBA,2001.0,Rebellion,E
Tiger Woods PGA Tour 06,Sports,XB,2005.0,Electronic Arts,E
Fortune Street,Misc,Wii,2011.0,Nintendo,E
FIFA World Cup Germany 2006,Sports,X360,2006.0,Electronic Arts,E
Up,Action,PS2,2009.0,THQ,E
Jake Power: Fireman,Adventure,DS,2008.0,Ubisoft,E
World of Outlaws: Sprint Cars 2002,Racing,PS2,2002.0,Ignition Entertainment,E
Children of Mana,Role-Playing,DS,2006.0,Nintendo,E10+
Fantavision,Puzzle,PS2,2000.0,Sony Computer Entertainment,E
X-Men: Next Dimension,Fighting,PS2,2002.0,Activision,T
Dynasty Warriors Gundam,Action,PS3,2007.0,Tecmo Koei,T
Doom 3 BFG Edition,Shooter,X360,2012.0,Bethesda Softworks,M
Alice in Wonderland,Adventure,DS,2010.0,Disney Interactive Studios,E10+
Spider-Man 3,Platform,Wii,2007.0,Activision,T
Rock Band 4,Misc,XOne,2015.0,Harmonix Music Systems,T
James Bond 007: Blood Stone,Shooter,X360,2010.0,Activision,T
Street Fighter X Tekken,Fighting,X360,2012.0,Capcom,T
Dark Sector,Shooter,PS3,2008.0,D3Publisher,M
ICO,Action,PS2,2001.0,Sony Computer Entertainment,T
World of Warcraft: Warlords of Draenor,Action,PC,2014.0,Activision Blizzard,T
Ford Racing Off Road,Racing,Wii,2008.0,Xplosiv,E
Cars: Race-O-Rama,Racing,DS,2009.0,THQ,E
Unreal Tournament III,Shooter,X360,2008.0,Midway Games,M
FIFA Soccer 13,Action,WiiU,2012.0,Electronic Arts,E
Victorious Boxers: Ippo's Road to Glory,Fighting,PS2,2000.0,Empire Interactive,T
Valkyrie Profile 2: Silmeria,Role-Playing,PS2,2006.0,Square Enix,T
Pinball Hall of Fame: The Williams Collection,Misc,Wii,2008.0,System 3 Arcade Software,E10+
Hot Wheels Velocity X,Racing,PS2,2002.0,THQ,E
MySims Racing,Racing,Wii,2009.0,Electronic Arts,E
Clash of Elementalists,Action,DS,2010.0,Level 5,T
F.E.A.R. 2: Project Origin,Shooter,PS3,2009.0,Warner Bros. Interactive Entertainment,M
The Sims 2: Pets,Simulation,Wii,2007.0,Electronic Arts,T
L.A. Rush,Racing,PS2,2005.0,Midway Games,T
Crash: Mind Over Mutant,Platform,X360,2008.0,Vivendi Games,E10+
Viva Pinata: Trouble in Paradise,Simulation,X360,2008.0,Microsoft Game Studios,E
Epic Mickey 2: The Power of Two,Action,PS3,2012.0,Disney Interactive Studios,E
NBA Ballers: Phenom,Sports,PS2,2006.0,Midway Games,E
Need for Speed Carbon,Racing,XB,2006.0,Electronic Arts,E10+
Shadowrun,Role-Playing,X360,2007.0,Microsoft Game Studios,M
Crazy Taxi: Fare Wars,Racing,PSP,2007.0,Sega,E10+
"Warhammer 40,000: Dawn of War II",Strategy,PC,2009.0,THQ,M
Hamsterz Life,Action,DS,2006.0,Ubisoft,E
Emergency Heroes,Racing,Wii,2008.0,Ubisoft,E10+
FlingSmash,Action,Wii,2010.0,Nintendo,E
Cars: Race-O-Rama,Racing,PS2,2009.0,THQ,E
Downhill Domination,Racing,PS2,2003.0,Codemasters,T
Dead Space Extraction,Shooter,Wii,2009.0,Electronic Arts,M
Pirates of the Caribbean: Dead Man's Chest,Adventure,GBA,2006.0,Disney Interactive Studios,E10+
Silent Hill: Shattered Memories,Action,Wii,2009.0,Konami Digital Entertainment,M
Active Life: Extreme Challenge,Sports,Wii,2009.0,Namco Bandai Games,E
Spider-Man: Friend or Foe,Action,DS,2007.0,Activision,E10+
World Series of Poker,Misc,PS2,2005.0,Activision,E10+
Final Fantasy Crystal Chronicles: Echoes of Time,Role-Playing,DS,2009.0,Square Enix,E10+
Rise of Nightmares,Action,X360,2011.0,Sega,M
EA Sports UFC,Sports,XOne,2014.0,Electronic Arts,T
Kong: The 8th Wonder of the World,Action,GBA,2005.0,Ubisoft,E10+
Spider-Man 3,Platform,DS,2007.0,Activision,E10+
Dead or Alive 4,Fighting,X360,2005.0,Tecmo Koei,M
Godzilla: Save the Earth,Fighting,PS2,2004.0,Atari,T
Dance Dance Revolution: Mario Mix,Misc,GC,2005.0,Nintendo,E
Metal Gear Solid: The Twin Snakes,Action,GC,2004.0,Konami Digital Entertainment,M
Art Academy: Lessons for Everyone,Action,3DS,2012.0,Nintendo,E
Mat Hoffman's Pro BMX 2,Sports,PS2,2002.0,Activision,T
Metal Gear Solid: The Essential Collection,Adventure,PS2,2007.0,Konami Digital Entertainment,M
One Piece: Pirate Warriors 3,Action,PS4,2015.0,Namco Bandai Games,T
Iridion 3D,Shooter,GBA,2001.0,THQ,E
2010 FIFA World Cup South Africa,Sports,PSP,2010.0,Electronic Arts,E
Classic NES Series: Pac-Man,Puzzle,GBA,2004.0,Nintendo,E
Two Worlds II,Role-Playing,PS3,2011.0,Unknown,M
SimCity Creator,Simulation,Wii,2008.0,Electronic Arts,E
Dragon Ball Z: Collectible Card Game,Misc,GBA,2002.0,Infogrames,E
Harry Potter and the Order of the Phoenix,Action,Wii,2007.0,Electronic Arts,E10+
The Sims 3: Ambitions,Simulation,PC,2010.0,Electronic Arts,T
Razor Freestyle Scooter,Sports,PS,1999.0,Ubisoft,E
Disney's Kim Possible 3: Team Possible,Platform,GBA,2005.0,Disney Interactive Studios,E
Rygar: The Legendary Adventure,Action,PS2,2002.0,Wanadoo,T
Syphon Filter: Logan's Shadow,Shooter,PSP,2007.0,Sony Computer Entertainment,T
Kessen II,Strategy,PS2,2001.0,THQ,T
Stuart Little 2,Platform,GBA,2002.0,Activision,E
Tak 2: The Staff of Dreams,Platform,GBA,2004.0,THQ,E
SingStar Amped,Misc,PS2,2007.0,Sony Computer Entertainment,T
Brothers In Arms: Earned in Blood,Shooter,PS2,2005.0,Ubisoft,M
The Evil Within,Action,X360,2014.0,Bethesda Softworks,M
Dragon Ball Z: Sagas,Fighting,PS2,2005.0,Atari,T
Scooby-Doo,Platform,GBA,2001.0,THQ,E
MX vs. ATV: Alive,Racing,PS3,2011.0,THQ,E
NBA Live 07,Sports,X360,2006.0,Electronic Arts,E
Brothers In Arms: Road to Hill 30,Shooter,PS2,2005.0,Ubisoft,M
The Legend of Spyro: Dawn of the Dragon,Platform,DS,2008.0,Vivendi Games,E
The Mark of Kri,Action,PS2,2002.0,Sony Computer Entertainment,M
Need for Speed: Hot Pursuit,Racing,Wii,2010.0,Electronic Arts,E10+
Crash Nitro Kart,Racing,GBA,2003.0,Vivendi Games,E
Crayola: Treasure Adventures,Puzzle,DS,2007.0,Ignition Entertainment,E
LEGO The Hobbit,Action,PS3,2014.0,Warner Bros. Interactive Entertainment,E10+
Silent Hill: Downpour,Action,PS3,2012.0,Konami Digital Entertainment,M
WWE SmackDown vs. Raw 2011,Fighting,Wii,2010.0,THQ,T
Jak and Daxter: The Lost Frontier,Platform,PS2,2009.0,Sony Computer Entertainment,E10+
The Sims 3: Outdoor Living Stuff,Simulation,PC,2011.0,Electronic Arts,T
Star Wars: Demolition,Racing,PS,2000.0,Activision,T
Delta Force: Black Hawk Down,Shooter,PS2,2005.0,NovaLogic,T
The Princess and the Frog,Platform,Wii,2009.0,Disney Interactive Studios,E
.hack//Outbreak Part 3,Role-Playing,PS2,2002.0,Atari,T
MX vs. ATV Untamed,Racing,PS3,2007.0,THQ,E
Boom Blox Bash Party,Puzzle,Wii,2009.0,Electronic Arts,E
Top Spin,Sports,XB,2003.0,Microsoft Game Studios,E
Brothers In Arms: D-Day,Shooter,PSP,2006.0,Ubisoft,M
The Golden Compass,Action,X360,2007.0,Sega,E10+
Tomb Raider: Legend,Action,PSP,2006.0,Eidos Interactive,T
Just Dance 2014,Misc,XOne,2013.0,Ubisoft,E10+
FIFA 15,Sports,3DS,2014.0,Electronic Arts,E
Enter the Matrix,Action,GC,2003.0,Atari,T
LEGO The Hobbit,Action,X360,2014.0,Warner Bros. Interactive Entertainment,E10+
NASCAR 2005: Chase for the Cup,Racing,XB,2004.0,Electronic Arts,E
NHL 15,Sports,X360,2014.0,Electronic Arts,E10+
PlayStation All-Stars Battle Royale,Action,PSV,2012.0,Sony Computer Entertainment,T
The Powerpuff Girls: Relish Rampage,Action,PS2,2002.0,BAM! Entertainment,E
Bleach: The Blade of Fate,Fighting,DS,2006.0,Sega,T
American Girl: Kit Mystery Challenge!,Adventure,DS,2008.0,THQ,E
Country Dance 2,Misc,Wii,2011.0,GameMill Entertainment,E10+
NFL Head Coach,Sports,PS2,2006.0,Electronic Arts,E
Nickelodeon Team Umizoomi,Action,DS,2011.0,Take-Two Interactive,EC
Tomb Raider: Underworld,Action,Wii,2008.0,Eidos Interactive,T
Area 51,Shooter,PS2,2005.0,Midway Games,M
NHL 2005,Sports,PS2,2004.0,Electronic Arts,E
The New York Times Crosswords,Puzzle,DS,2007.0,Majesco Entertainment,T
Karaoke Revolution Presents American Idol Encore,Misc,Wii,2008.0,Konami Digital Entertainment,E
Barbie as The Island Princess,Adventure,Wii,2007.0,Activision,E
